Industry,Company_Size,Tech_Stack,Hiring_Budget,Role,Seniority_Level,Skills_Required,Years_Experience,Project_Type,Project_Timeline,Expected_Deliverables,Current_Team,Collaboration_Model,Diversity_Goals,Number_of_Hires,Hiring_Method
Gaming,Large,"Python,Scikit-learn,Azure",103140,Computer Vision Engineer,Junior,"Python,Tableau,SQL",2,NLP,12 months,Sentiment classifier,2 ML Engineers,Siloed,At least 30% female candidates,1,Contract
Gaming,Medium,"Python,XGBoost,MySQL",230960,Data Scientist,Senior,"Python,OpenCV,PyTorch",5,Computer Vision,5 months,Research papers,2 ML Engineers,Siloed,50% gender parity,3,Hybrid
Finance,Medium,"Python,FastAPI,SQL",266554,ML Engineer,Senior,"Python,Tableau,SQL",1,Forecasting,3 months,Demand forecasting system,2 ML Engineers,Siloed,At least 1 woman per role,3,Contract
Manufacturing,Large,"Python,TensorFlow,AWS",160976,Machine Learning Engineer,Senior,"Python,PyTorch,Deep Learning",3,Computer Vision,12 months,Medical ML Models,2 Data Engineers,Cross-functional,At least 30% female candidates,1,Remote
Logistics,Medium,"Python,Spark,AWS Glue",139759,Computer Vision Engineer,Junior,"Python,Scikit-learn,NLP",2,Fraud Detection,9 months,Interactive dashboards,"1 Data Scientist, 1 PM",Cross-functional,None,2,Full-time
Manufacturing,Medium,"Python,Keras,NLP",296752,Machine Learning Engineer,Junior,"Python,Scikit-learn,EDA",3,Computer Vision,4 months,Object detection model,"2 Data Scientists, 1 MLOps Engineer",Cross-functional,At least 1 person with disability,3,Contract
Gaming,Large,"Python,Scikit-learn,Azure",148115,ML Researcher,Senior,"Python,Scikit-learn,NLP",1,Recommendation System,3 months,ETL pipelines,"2 Data Scientists, 1 MLOps Engineer",Cross-functional,Ensure diverse academic backgrounds,1,Full-time
Finance,Large,"Python,OpenCV,PyTorch",153575,Data Analyst,Senior,"Python,PyTorch,Deep Learning",4,Fraud Detection,6 months,Sentiment classifier,1 Analyst,Cross-functional,Ensure diverse academic backgrounds,2,Contract
E-commerce,Medium,"Python,Keras,NLP",251105,ML Researcher,Senior,"Python,Spark,AWS Glue",3,Recommendation System,3 months,Forecast models,4 Researchers,Siloed,Ensure diverse academic backgrounds,2,Hybrid
Gaming,Large,"Python,XGBoost,MySQL",292656,Computer Vision Engineer,Junior,"Python,Tableau,SQL",1,Recommendation System,6 months,Research papers,1 ML Engineer,Cross-functional,Include fresh grads,3,Contract
EdTech,Medium,"Python,Tableau,SQL",180176,ML Researcher,Mid-level,"R,Python,Bioinformatics",5,Predictive Analytics,6 months,Research papers,"1 Data Scientist, 1 PM",Cross-functional,50% gender parity,2,Contract
Finance,Small,"Python,TensorFlow,AWS",103364,ML Engineer,Mid-level,"R,Python,Bioinformatics",4,Recommendation System,12 months,Forecast models,4 Researchers,Siloed,None,3,"Full-time, Remote"
Healthcare,Medium,"Python,TensorFlow,AWS",132631,Computer Vision Engineer,Senior,"Python,Pandas,SQL",2,Recommendation System,5 months,Forecast models,2 Developers,Siloed,50% gender parity,3,Remote
Technology,Large,"R,Python,Azure ML",211159,Data Analyst,Junior,"Python,Tableau,SQL",1,Forecasting,12 months,Deployable chatbot,1 Analyst,Siloed,Include fresh grads,2,Contract
EdTech,Small,"Python,XGBoost,MySQL",251608,AI Researcher,Junior,"Python,PyTorch,Deep Learning",1,Fraud Detection,12 months,Medical ML Models,4 Researchers,Cross-functional,Include fresh grads,1,Hybrid
Finance,Medium,"Python,Keras,NLP",281360,Data Engineer,Senior,"Python,OpenCV,PyTorch",6,Recommendation System,9 months,Sentiment classifier,4 Researchers,Cross-functional,At least 30% female candidates,3,"Full-time, Remote"
Retail,Small,"Python,Keras,NLP",296275,Data Analyst,Senior,"R,Python,Bioinformatics",6,Forecasting,3 months,Dashboards and reports,1 BI Engineer,Cross-functional,At least 30% female candidates,1,Hybrid
Manufacturing,Medium,"Python,Keras,NLP",292162,Computer Vision Engineer,Junior,"Python,Pandas,SQL",3,Computer Vision,12 months,Dashboards and reports,2 Data Engineers,Siloed,Ensure diverse academic backgrounds,3,Full-time
Logistics,Large,"Python,Spark,AWS Glue",148663,Data Analyst,Junior,"Python,Pandas,SQL",2,Forecasting,6 months,Interactive dashboards,2 ML Engineers,Cross-functional,At least 1 person with disability,3,Contract
Healthcare,Medium,"Python,PyTorch,GCP",199019,Data Scientist,Mid-level,"Python,PyTorch,Deep Learning",3,NLP,9 months,ETL pipelines,1 BI Engineer,Siloed,50% gender parity,1,Full-time
Technology,Medium,"Python,TensorFlow,AWS",274410,Machine Learning Engineer,Junior,"Python,Spark,AWS Glue",5,NLP,6 months,Demand forecasting system,2 Developers,Siloed,At least 1 woman per role,2,Remote
Gaming,Medium,"Python,Scikit-learn,Azure",278745,ML Engineer,Mid-level,"Python,Spark,AWS Glue",3,Fraud Detection,6 months,Medical ML Models,2 ML Engineers,Cross-functional,None,2,Full-time
Technology,Medium,"R,Python,Azure ML",290112,AI Researcher,Junior,"Python,XGBoost,MySQL",1,Predictive Analytics,5 months,ETL pipelines,"1 Data Scientist, 1 PM",Siloed,Include fresh grads,3,Hybrid
Manufacturing,Medium,"Python,Spark,AWS Glue",100820,ML Engineer,Junior,"Python,Scikit-learn,EDA",1,Fraud Detection,5 months,Interactive dashboards,2 Data Engineers,Siloed,At least 1 woman per role,3,"Full-time, Remote"
Healthcare,Medium,"R,Python,Azure ML",224812,Data Scientist,Senior,"R,Python,Bioinformatics",3,Predictive Analytics,4 months,Dashboards and reports,2 Developers,Cross-functional,Ensure diverse academic backgrounds,2,Full-time
EdTech,Large,"Python,OpenCV,PyTorch",222369,AI Researcher,Mid-level,"Python,PyTorch,Deep Learning",4,Fraud Detection,9 months,ETL pipelines,2 Data Engineers,Cross-functional,Ensure diverse academic backgrounds,3,Full-time
Healthcare,Medium,"Python,TensorFlow,AWS",142004,ML Engineer,Mid-level,"Python,Keras,NLP",2,Fraud Detection,5 months,Interactive dashboards,5 Data Scientists,Cross-functional,Include fresh grads,3,Hybrid
Healthcare,Large,"Python,Scikit-learn,Azure",158669,Data Scientist,Senior,"Python,Scikit-learn,EDA",4,Fraud Detection,12 months,Medical ML Models,2 Developers,Siloed,At least 1 person with disability,1,Contract
EdTech,Small,"Python,Keras,NLP",122984,Data Scientist,Junior,"Python,Scikit-learn,EDA",6,Predictive Analytics,4 months,Research papers,2 ML Engineers,Siloed,Ensure diverse academic backgrounds,2,Hybrid
Technology,Medium,"Python,TensorFlow,AWS",254680,Data Analyst,Mid-level,"R,Python,Bioinformatics",3,Forecasting,12 months,Dashboards and reports,2 Developers,Cross-functional,At least 30% female candidates,2,Full-time
Manufacturing,Medium,"Python,Scikit-learn,Azure",137932,Data Engineer,Junior,"Python,Tableau,SQL",6,Recommendation System,4 months,Demand forecasting system,1 ML Engineer,Cross-functional,50% gender parity,3,Full-time
Retail,Medium,"Python,OpenCV,PyTorch",280512,Data Scientist,Mid-level,"Python,XGBoost,MySQL",4,Fraud Detection,4 months,Interactive dashboards,1 ML Engineer,Siloed,At least 30% female candidates,2,Contract
E-commerce,Large,"Python,Spark,AWS Glue",283607,Machine Learning Engineer,Junior,"Python,Tableau,SQL",6,Recommendation System,5 months,Dashboards and reports,"2 Data Scientists, 1 MLOps Engineer",Siloed,None,2,Hybrid
Retail,Medium,"R,Python,Azure ML",118828,Data Engineer,Mid-level,"Python,Spark,AWS Glue",6,Predictive Analytics,6 months,Research papers,1 Analyst,Siloed,At least 1 person with disability,3,Full-time
EdTech,Medium,"Python,FastAPI,SQL",251298,AI Researcher,Mid-level,"Python,Tableau,SQL",3,Computer Vision,4 months,ETL pipelines,2 Data Engineers,Cross-functional,None,3,"Full-time, Remote"
Healthcare,Large,"Python,FastAPI,SQL",198711,Computer Vision Engineer,Senior,"Python,Pandas,SQL",1,NLP,5 months,Interactive dashboards,1 Analyst,Cross-functional,At least 30% female candidates,3,Remote
Gaming,Small,"R,Python,Azure ML",164225,Machine Learning Engineer,Junior,"Python,Spark,AWS Glue",4,Recommendation System,5 months,Demand forecasting system,1 Analyst,Siloed,At least 1 person with disability,3,Full-time
Logistics,Large,"R,Python,Azure ML",172146,ML Researcher,Mid-level,"Python,Scikit-learn,NLP",1,NLP,3 months,Research papers,1 BI Engineer,Cross-functional,At least 30% female candidates,3,"Full-time, Remote"
Logistics,Medium,"Python,PyTorch,GCP",255419,AI Researcher,Mid-level,"Python,Tableau,SQL",6,Fraud Detection,6 months,Sentiment classifier,2 ML Engineers,Cross-functional,At least 30% female candidates,2,Full-time
Manufacturing,Small,"R,Python,Azure ML",283695,Machine Learning Engineer,Mid-level,"Python,OpenCV,PyTorch",5,Predictive Analytics,6 months,Research papers,2 Developers,Cross-functional,At least 1 person with disability,1,Full-time
Finance,Large,"Python,FastAPI,SQL",101395,ML Researcher,Mid-level,"Python,PyTorch,Deep Learning",1,Computer Vision,9 months,ETL pipelines,1 Analyst,Cross-functional,Include fresh grads,2,Full-time
Healthcare,Small,"Python,OpenCV,PyTorch",178270,ML Engineer,Senior,"Python,Pandas,SQL",4,Fraud Detection,3 months,ETL pipelines,1 ML Engineer,Cross-functional,Include fresh grads,2,"Full-time, Remote"
Logistics,Small,"Python,XGBoost,MySQL",228566,ML Engineer,Senior,"Python,Scikit-learn,EDA",5,Predictive Analytics,9 months,ETL pipelines,5 Data Scientists,Cross-functional,Ensure diverse academic backgrounds,1,Contract
Finance,Medium,"Python,Spark,AWS Glue",135181,Data Analyst,Senior,"Python,Scikit-learn,EDA",3,Computer Vision,12 months,Demand forecasting system,4 Researchers,Cross-functional,Include fresh grads,2,Remote
Gaming,Large,"Python,FastAPI,SQL",204873,ML Researcher,Junior,"Python,Keras,NLP",6,Recommendation System,12 months,Dashboards and reports,2 Developers,Cross-functional,At least 30% female candidates,3,Remote
E-commerce,Large,"Python,Scikit-learn,Azure",247755,AI Researcher,Mid-level,"Python,Pandas,SQL",3,Recommendation System,6 months,Deployable chatbot,2 ML Engineers,Cross-functional,At least 30% female candidates,2,Full-time
Manufacturing,Small,"Python,OpenCV,PyTorch",206635,Data Scientist,Mid-level,"Python,PyTorch,Deep Learning",3,Forecasting,5 months,Dashboards and reports,2 Data Engineers,Siloed,At least 30% female candidates,1,Hybrid
E-commerce,Medium,"Python,PyTorch,GCP",132375,AI Researcher,Senior,"Python,Keras,NLP",5,Recommendation System,3 months,Object detection model,"1 Data Scientist, 1 PM",Siloed,Include fresh grads,2,"Full-time, Remote"
Healthcare,Small,"Python,FastAPI,SQL",183360,Computer Vision Engineer,Junior,"Python,Scikit-learn,EDA",6,Fraud Detection,9 months,Object detection model,2 ML Engineers,Siloed,At least 1 woman per role,3,Contract
EdTech,Small,"Python,OpenCV,PyTorch",286967,AI Researcher,Senior,"Python,Pandas,SQL",2,Recommendation System,9 months,Sentiment classifier,"2 Data Scientists, 1 MLOps Engineer",Siloed,50% gender parity,1,"Full-time, Remote"
Gaming,Large,"Python,Tableau,SQL",147999,ML Researcher,Mid-level,"Python,Tableau,SQL",5,Forecasting,5 months,Medical ML Models,2 Developers,Cross-functional,None,3,Full-time
EdTech,Medium,"Python,Scikit-learn,Azure",123629,Data Scientist,Junior,"Python,Spark,AWS Glue",1,Computer Vision,9 months,Deployable chatbot,5 Data Scientists,Siloed,Include fresh grads,2,Full-time
Gaming,Large,"Python,OpenCV,PyTorch",291574,AI Researcher,Mid-level,"Python,Tableau,SQL",5,Fraud Detection,12 months,Object detection model,5 Data Scientists,Siloed,At least 30% female candidates,3,Contract
